File,Code,Level,Prompt,Multiplier,Files
BAAAC-8,BAAAC,8,A Picasso-style painting with a green background color of a person with a frown on their face sleeping alone in a park full of zebras.,1,4
BAAAC-9,BAAAC,9,A Picasso-style painting with a green background color of a person with a frown on their face sleeping alone with a herd of elephants behind them.,1,4
BAAAC-10,BAAAC,10,A Picasso-style painting with a green background color of a person with a frown on their face sleeping alone with three unicorns flying above them.,1,4
BAABA-1,BAABA,1,An oil painting with a green background color of a lonely sad person sleeping alone next to a small bee,1,4
BAABA-2,BAABA,2,A pop art painting with a green background color of a downcast person standing in a small gathering of 3 people eating fish,2,8
BAABA-3,BAABA,3,A pop art painting with a green background color of a downcast person standing in a small gathering of 3 people observing a brood of hens.,2,8
BAABA-4,BAABA,4,A pop art painting with a green background color of a downcast person standing in a small gathering of 3 people watching giraffes in a park,2,8
BAABA-5,BAABA,5,A pop art painting with a green background color of a downcast person standing in a small gathering of 3 people with his pet monkey,1,4
BAABA-6,BAABA,6,A pop art painting with a green background color of a downcast person standing in a small gathering of 3 people touching a leopard,1,4
BAABA-7,BAABA,7,A pop art painting with a green background color of a downcast person standing in a small gathering of people next to a shore with dolphins.,1,4
BAABA-8,BAABA,8,A pop art painting with a green background color of a downcast person standing in a small gathering of people and feeding a zebra.,1,4
BAABA-9,BAABA,9,A pop art painting with a green background color of a downcast person standing in a small gathering of 3 people watching an elephant,1,4
BAABA-10,BAABA,10,A pop art painting with a green background color of a person with a frown on their face standing in a small gathering of 3 people with a zebra behind them.,1,4
BAABB-1,BAABB,1,A Picasso-style painting with a green background color of a gloomy person sleeping alone near a flower vase with some butterflies,2,8
BAABB-2,BAABB,2,An acrylic painting with a green background color of a person with a frown on their face standing in a small gathering of 4 people looking at the fish swim,4,16
BAABB-3,BAABB,3,An acrylic painting with a green background color of a person with a frown on their face standing in a small gathering of 4 people with a hen flying over them.,2,8
BAABB-4,BAABB,4,An acrylic painting with a green background color of a person with a frown on their face standing in a small gathering of 4 people watching a giraffe walk away..,2,8
BAABB-5,BAABB,5,An acrylic painting with a green background color of a person with a frown on their face standing in a small gathering of 4 people in a monkey zoo.,1,4
BAABB-6,BAABB,6,An acrylic painting with a green background color of a person with a frown on their face standing in a small gathering of 4 people watching leopards.,2,8
BAABB-7,BAABB,7,An acrylic painting with a green background color of a person with a frown on their face standing in a small gathering of 4 people next to a swimming dolphin.,1,4
BAABB-8,BAABB,8,An acrylic painting with a green background color of a person with a frown on their face standing in a small gathering of 4 people next to a swimming dolphin.,1,4
BAABB-9,BAABB,9,An acrylic painting with a green background color of a person with a frown on their face standing in a small gathering of 4 people with a herd of elephants approaching them.,1,4
BAABB-10,BAABB,10,An acrylic painting with a green background color of a person with a frown on their face standing in a small gathering of 4 people next to a silver unicorn.,1,4
BAABC-1,BAABC,1,A pop art painting with a green background color of a sad person standing in a small group of people watching an orchrd with some butterflies,1,4
BAABC-2,BAABC,2,A Basquiat-style painting with a green background color of a person with a frown on their face standing in a small group of 3 people with a fish in a tank behind them.,1,4
BAABC-3,BAABC,3,A Basquiat-style painting with a green background color of a person with a frown on their face standing in a small group of 3 people watching a hen fly.,2,8
BAABC-4,BAABC,4,A Basquiat-style painting with a green background color of a blue giraffe and a person with a frown on their face standing in a small group of 3 people,1,4
BAABC-5,BAABC,5,A Basquiat-style painting with a green background color of a person with a frown on their face standing in a small group of 3 people and a baby monkey,1,4
BAABC-6,BAABC,6,A Basquiat-style painting with a green background color of a person with a frown on their face standing in a small group of 3 people looking at a leopardess,1,4
BAABC-7,BAABC,7,A Basquiat-style painting with a green background color of a person with a frown on their face standing in a small group of 3 people watching a dolphin,1,4
BAABC-8,BAABC,8,A Basquiat-style painting with a green background color of a person with a frown on their face standing in a small group of 3 people with a zebra behind them.,1,4
BAABC-9,BAABC,9,A Basquiat-style painting with a green background color of an elephant and a person with a frown on their face standing in a small group of 3 people,1,4
BAABC-10,BAABC,10,A Basquiat-style painting with a green background color of a person with a frown on their face standing in a small group of 3 people watching a pink alicorn fly above them.,1,4
BAACA-1,BAACA,1,An acrylic painting with a green background color of a sad person standing in a small group people  holding a bouquet of flowers with a bee on them,1,4
BAACA-2,BAACA,2,A pop art painting with a green background color of a person with a frown on their face standing in a crowd of 100 people looking at a fish in a tank.,1,4
BAACA-3,BAACA,3,A pop art painting with a green background color of a person with a frown on their face standing in a crowd of 100 people with a hen on their head.,1,4
BAACA-4,BAACA,4,A pop art painting with a green background color of a person with a frown on their face standing in a crowd of 100 people looking at a baby giraffe.,1,4
BAACA-5,BAACA,5,A pop art painting with a green background color of a person with a frown on their face standing in a crowd of 100 people carrying a baboon.,1,4
BAACA-6,BAACA,6,A pop art painting with a green background color of a person with a frown on their face standing in a crowd of 100 with a leopard in the background,1,4
BAACA-7,BAACA,7,A pop art painting with a green background color of a person with a frown on their face standing in a crowd of 100 people next to a pond of dolphins.,1,4
BAACA-8,BAACA,8,A pop art painting with a green background color of a person with a frown on their face standing in a crowd of 100 people watching a zebra graze.,1,4
BAACA-9,BAACA,9,A pop art painting with a green background color of a person with a frown on their face standing in a crowd of 100 people with a grey elephant beside them.,1,4
BAACA-10,BAACA,10,A pop art painting with a green background color of a person with a frown on their face standing in a crowd of 100 people with an alicorn flying above them.,1,4
BAACB-1,BAACB,1,A basquiat painting with a green background color of a sad person standing next to a small group of people watching some butterflies,2,8
BAACB-2,BAACB,2,An oil painting with a green background color of a person with a scowl on their face seated in a crowd of people with fish in a fish tank in the background.,2,8
BAACB-3,BAACB,3,An oil painting with a green background color of a person with a scowl on their face seated in a crowd of people watching a hen with its chicks.,1,4
BAACB-4,BAACB,4,An oil painting with a green background color of a person with a scowl on their face seated in a crowd of people watching a giraffe eat leaves.,1,4
BAACB-5,BAACB,5,An oil painting with a green background color of a person with a scowl on their face seated in a crowd of people observing a monkey climbing a tree.,1,4
BAACB-6,BAACB,6,An oil painting with a green background color of a person with a scowl on their face seated in a crowd of people in a leopard zoo.,1,4
BAACB-7,BAACB,7,An oil painting with a green background color of a person with a scowl on their face seated in a crowd of people in a dolphin park..,1,4
BAACB-8,BAACB,8,An oil painting with a green background color of a person with a scowl on their face seated in a crowd of people with zebras grazing in the background.,1,4
BAACB-9,BAACB,9,An oil painting with a green background color of a person with a scowl on their face seated in a crowd of people in an elephant zoo.,1,4
BAACB-10,BAACB,10,An oil painting with a green background color of a person with a scowl on their face seated in a crowd of people next to a unicorn,1,4
BAACC-1,BAACC,1,A pop art painting with a green background color of a sad person standing next to a large group of people watching a beautiful butterfly,2,8
BAACC-2,BAACC,2,A Picasso painting with a green background color of a person with a frown on their face standing next to a fish in a crowd of people.,1,4
